VAR	ENSEMBL	NAME
MEI1	ENSG00000167077	meiotic double-stranded break formation protein 1
PBX3	ENSG00000167081	PBX homeobox 3
GNGT2	ENSG00000167083	G protein subunit gamma transducin 2
TTC16	ENSG00000167094	tetratricopeptide repeat domain 16
TMEM92	ENSG00000167105	transmembrane protein 92
ACSF2	ENSG00000167107	acyl-CoA synthetase family member 2
CERCAM	ENSG00000167123	cerebral endothelial cell adhesion molecule
C15orf39	ENSG00000167173	chromosome 15 open reading frame 39
GPRC5B	ENSG00000167191	G protein-coupled receptor class C group 5 member B
CRK	ENSG00000167193	CRK proto-oncogene, adaptor protein
TBC1D2B	ENSG00000167202	TBC1 domain family member 2B
NOD2	ENSG00000167207	nucleotide binding oligomerization domain containing 2
SNX20	ENSG00000167208	sorting nexin 20
LOXHD1	ENSG00000167210	lipoxygenase homology domains 1
KATNAL2	ENSG00000167216	katanin catalytic subunit A1 like 2
IGF2	ENSG00000167244	insulin like growth factor 2
DUS2	ENSG00000167264	dihydrouridine synthase 2
TBC1D16	ENSG00000167291	TBC1 domain family member 16
TEPSIN	ENSG00000167302	TEPSIN adaptor related protein complex 4 accessory protein
MYO5B	ENSG00000167306	myosin VB
PRRT2	ENSG00000167371	proline rich transmembrane protein 2
TPM4	ENSG00000167460	tropomyosin 4
JSRP1	ENSG00000167476	junctional sarcoplasmic reticulum protein 1
NIBAN3	ENSG00000167483	niban apoptosis regulator 3
KLHL26	ENSG00000167487	kelch like family member 26
CDT1	ENSG00000167513	chromatin licensing and DNA replication factor 1
SPATA33	ENSG00000167523	spermatogenesis associated 33
ZNF641	ENSG00000167528	zinc finger protein 641
RHEBL1	ENSG00000167550	RHEB like 1
NCKAP5L	ENSG00000167566	NCK associated protein 5 like
CDC42EP5	ENSG00000167617	CDC42 effector protein 5
LAIR2	ENSG00000167618	leukocyte associated immunoglobulin like receptor 2
PPP1R14A	ENSG00000167641	protein phosphatase 1 regulatory inhibitor subunit 14A
TMIGD2	ENSG00000167664	transmembrane and immunoglobulin domain containing 2
CHAF1A	ENSG00000167670	chromatin assembly factor 1 subunit A
NXN	ENSG00000167693	nucleoredoxin
SLC43A2	ENSG00000167703	solute carrier family 43 member 2
SERPINF2	ENSG00000167711	serpin family F member 2
KLK1	ENSG00000167748	kallikrein 1
RCOR2	ENSG00000167771	REST corepressor 2
CD320	ENSG00000167775	CD320 molecule
ZNF558	ENSG00000167785	zinc finger protein 558
CDK2AP2	ENSG00000167797	cyclin dependent kinase 2 associated protein 2
NUDT8	ENSG00000167799	nudix hydrolase 8
CD300C	ENSG00000167850	CD300c molecule
CD300A	ENSG00000167851	CD300a molecule
EVPL	ENSG00000167880	envoplakin
MGAT5B	ENSG00000167889	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B
TMC8	ENSG00000167895	transmembrane channel like 8
ECI1	ENSG00000167969	enoyl-CoA delta isomerase 1
CASKIN1	ENSG00000167971	CASK interacting protein 1
ABCA3	ENSG00000167972	ATP binding cassette subfamily A member 3
ZNF597	ENSG00000167981	zinc finger protein 597
NLRC3	ENSG00000167984	NLR family CARD domain containing 3
SLC22A11	ENSG00000168065	solute carrier family 22 member 11
PNOC	ENSG00000168081	prepronociceptin
OR2W6P	ENSG00000168126	olfactory receptor family 2 subfamily W member 6 pseudogene
RBPJ	ENSG00000168214	recombination signal binding protein for immunoglobulin kappa J region
PTGDR	ENSG00000168229	prostaglandin D2 receptor
TTC39C	ENSG00000168234	tetratricopeptide repeat domain 39C
NT5DC2	ENSG00000168268	5'-nucleotidase domain containing 2
BMI1	ENSG00000168283	BMI1 proto-oncogene, polycomb ring finger
PXK	ENSG00000168297	PX domain containing serine/threonine kinase like
KCTD6	ENSG00000168301	potassium channel tetramerization domain containing 6
DEGS2	ENSG00000168350	delta 4-desaturase, sphingolipid 2
SCN11A	ENSG00000168356	sodium voltage-gated channel alpha subunit 11
SEPTIN2	ENSG00000168385	septin 2
TAP1	ENSG00000168394	transporter 1, ATP binding cassette subfamily B member
BDKRB2	ENSG00000168398	bradykinin receptor B2
MLKL	ENSG00000168404	mixed lineage kinase domain like pseudokinase
CMAHP	ENSG00000168405	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene
RFWD3	ENSG00000168411	ring finger and WD repeat domain 3
KLHL30	ENSG00000168427	kelch like family member 30
HR	ENSG00000168453	HR lysine demethylase and nuclear receptor corepressor
TNXB	ENSG00000168477	tenascin XB
POLR3D	ENSG00000168495	RNA polymerase III subunit D
MTCL1	ENSG00000168502	microtubule crosslinking factor 1
HEXIM2	ENSG00000168517	HEXIM P-TEFb complex subunit 2
SERINC2	ENSG00000168528	serine incorporator 2
CDKN2AIP	ENSG00000168564	CDKN2A interacting protein
SLC20A2	ENSG00000168575	solute carrier family 20 member 2
STAT3	ENSG00000168610	signal transducer and activator of transcription 3
AXIN2	ENSG00000168646	axin 2
ZNF30	ENSG00000168661	zinc finger protein 30
UGT3A2	ENSG00000168671	UDP glycosyltransferase family 3 member A2
LRATD2	ENSG00000168672	LRAT domain containing 2
LDLRAD4	ENSG00000168675	low density lipoprotein receptor class A domain containing 4
IL7R	ENSG00000168685	interleukin 7 receptor
PKIG	ENSG00000168734	cAMP-dependent protein kinase inhibitor gamma
CA7	ENSG00000168748	carbonic anhydrase 7
SEMA4C	ENSG00000168758	semaphorin 4C
GSTM4	ENSG00000168765	glutathione S-transferase mu 4
TET2	ENSG00000168769	tet methylcytosine dioxygenase 2
TCTN2	ENSG00000168778	tectonic family member 2
SHOX2	ENSG00000168779	short stature homeobox 2
ABHD15	ENSG00000168792	abhydrolase domain containing 15
ZBTB5	ENSG00000168795	zinc finger and BTB domain containing 5
SNTB2	ENSG00000168807	syntrophin beta 2
ZNF507	ENSG00000168813	zinc finger protein 507
STX18	ENSG00000168818	syntaxin 18
NSG1	ENSG00000168824	neuronal vesicle trafficking associated 1
FSTL5	ENSG00000168843	follistatin like 5
DDX19A	ENSG00000168872	DEAD-box helicase 19A
ATOH8	ENSG00000168874	atonal bHLH transcription factor 8
ANKRD49	ENSG00000168876	ankyrin repeat domain 49
TMEM150A	ENSG00000168890	transmembrane protein 150A
VAMP5	ENSG00000168899	vesicle associated membrane protein 5
LRRC28	ENSG00000168904	leucine rich repeat containing 28
ZNF608	ENSG00000168916	zinc finger protein 608
SLC35G2	ENSG00000168917	solute carrier family 35 member G2
LETM1	ENSG00000168924	leucine zipper and EF-hand containing transmembrane protein 1
PPIC	ENSG00000168938	peptidylprolyl isomerase C
CEP120	ENSG00000168944	centrosomal protein 120
CPLX1	ENSG00000168993	complexin 1
PXDC1	ENSG00000168994	PX domain containing 1
E2F6	ENSG00000169016	E2F transcription factor 6
MAP2K1	ENSG00000169032	mitogen-activated protein kinase kinase 1
IRS1	ENSG00000169047	insulin receptor substrate 1
ROR2	ENSG00000169071	receptor tyrosine kinase like orphan receptor 2
AR	ENSG00000169083	androgen receptor
DHRSX	ENSG00000169084	dehydrogenase/reductase X-linked
ASMTL	ENSG00000169093	acetylserotonin O-methyltransferase like
CSNK1G1	ENSG00000169118	casein kinase 1 gamma 1
ARMC4	ENSG00000169126	armadillo repeat containing 4
AFAP1L2	ENSG00000169129	actin filament associated protein 1 like 2
ATF5	ENSG00000169136	activating transcription factor 5
CPT1C	ENSG00000169169	carnitine palmitoyltransferase 1C
XPO6	ENSG00000169180	exportin 6
MN1	ENSG00000169184	MN1 proto-oncogene, transcriptional regulator
NSMCE1	ENSG00000169189	NSE1 homolog, SMC5-SMC6 complex component
RAB3B	ENSG00000169213	RAB3B, member RAS oncogene family
THBS3	ENSG00000169231	thrombospondin 3
CA5B	ENSG00000169239	carbonic anhydrase 5B
EFNA1	ENSG00000169242	ephrin A1
B3GALNT1	ENSG00000169255	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)
GPRIN1	ENSG00000169258	G protein regulated inducer of neurite outgrowth 1
SHE	ENSG00000169291	Src homology 2 domain containing E
P2RY12	ENSG00000169313	purinergic receptor P2Y12
MINAR1	ENSG00000169330	membrane integral NOTCH2 associated receptor 1
PTK2	ENSG00000169398	protein tyrosine kinase 2
RNASE6	ENSG00000169413	ribonuclease A family member k6
NPR1	ENSG00000169418	natriuretic peptide receptor 1
KCNK9	ENSG00000169427	potassium two pore domain channel subfamily K member 9
RASSF6	ENSG00000169435	Ras association domain family member 6
COL22A1	ENSG00000169436	collagen type XXII alpha 1 chain
SDC2	ENSG00000169439	syndecan 2
CD52	ENSG00000169442	CD52 molecule
PLEKHA2	ENSG00000169499	pleckstrin homology domain containing A2
CLIC4	ENSG00000169504	chloride intracellular channel 4
CCDC8	ENSG00000169515	coiled-coil domain containing 8
VPREB1	ENSG00000169575	V-set pre-B cell surrogate light chain 1
ANTXR1	ENSG00000169604	ANTXR cell adhesion molecule 1
CKAP2L	ENSG00000169607	cytoskeleton associated protein 2 like
AGPAT2	ENSG00000169692	1-acylglycerol-3-phosphate O-acyltransferase 2
FASN	ENSG00000169710	fatty acid synthase
LDB2	ENSG00000169744	LIM domain binding 2
RAC3	ENSG00000169750	Rac family small GTPase 3
UGP2	ENSG00000169764	UDP-glucose pyrophosphorylase 2
LINGO1	ENSG00000169783	leucine rich repeat and Ig domain containing 1
BTD	ENSG00000169814	biotinidase
ROBO1	ENSG00000169855	roundabout guidance receptor 1
AVEN	ENSG00000169857	apoptosis and caspase activation inhibitor
CTNND2	ENSG00000169862	catenin delta 2
WNT10B	ENSG00000169884	Wnt family member 10B
CALML6	ENSG00000169885	calmodulin like 6
TPST1	ENSG00000169902	tyrosylprotein sulfotransferase 1
OTUD3	ENSG00000169914	OTU deubiquitinase 3
ZFPM2	ENSG00000169946	zinc finger protein, FOG family member 2
PUSL1	ENSG00000169972	pseudouridine synthase like 1
ZNF35	ENSG00000169981	zinc finger protein 35
TIGD4	ENSG00000169989	tigger transposable element derived 4
IFFO2	ENSG00000169991	intermediate filament family orphan 2
MYO7B	ENSG00000169994	myosin VIIB
TMEM154	ENSG00000170006	transmembrane protein 154
MYRIP	ENSG00000170011	myosin VIIA and Rab interacting protein
ALCAM	ENSG00000170017	activated leukocyte cell adhesion molecule
YWHAG	ENSG00000170027	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma
UBE2E3	ENSG00000170035	ubiquitin conjugating enzyme E2 E3
FAM153A	ENSG00000170074	family with sequence similarity 153 member A
SIMC1	ENSG00000170085	SUMO interacting motifs containing 1
NIPA1	ENSG00000170113	NIPA magnesium transporter 1
RNF150	ENSG00000170153	ring finger protein 150
CCDC144A	ENSG00000170160	coiled-coil domain containing 144A
CHRNB1	ENSG00000170175	cholinergic receptor nicotinic beta 1 subunit
NANP	ENSG00000170191	N-acetylneuraminic acid phosphatase
ZNF282	ENSG00000170265	zinc finger protein 282
CMTM8	ENSG00000170293	CKLF like MARVEL transmembrane domain containing 8
B3GNT2	ENSG00000170340	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
SMAD1	ENSG00000170365	SMAD family member 1
DCLK2	ENSG00000170390	doublecortin like kinase 2
ZNF804A	ENSG00000170396	zinc finger protein 804A
KRT8	ENSG00000170421	keratin 8
METTL7B	ENSG00000170439	methyltransferase like 7B
HARS1	ENSG00000170445	histidyl-tRNA synthetase 1
DENND5B	ENSG00000170456	DENN domain containing 5B
DNAJC18	ENSG00000170464	DnaJ heat shock protein family (Hsp40) member C18
MZB1	ENSG00000170476	marginal zone B and B1 cell specific protein
NPAS2	ENSG00000170485	neuronal PAS domain protein 2
ELOVL6	ENSG00000170522	ELOVL fatty acid elongase 6
SERPINB9	ENSG00000170542	serpin family B member 9
SMAGP	ENSG00000170545	small cell adhesion glycoprotein
IRX1	ENSG00000170549	iroquois homeobox 1
CDH2	ENSG00000170558	cadherin 2
IRX2	ENSG00000170561	iroquois homeobox 2
EMB	ENSG00000170571	embigin
STAT2	ENSG00000170581	signal transducer and activator of transcription 2
GTSF1	ENSG00000170627	gametocyte specific factor 1
DPY19L2P2	ENSG00000170629	DPY19L2 pseudogene 2
SOCS6	ENSG00000170677	suppressor of cytokine signaling 6
CAVIN4	ENSG00000170681	caveolae associated protein 4
TTLL6	ENSG00000170703	tubulin tyrosine ligase like 6
KCNS3	ENSG00000170745	potassium voltage-gated channel modifier subfamily S member 3
CHCHD7	ENSG00000170791	coiled-coil-helix-coiled-coil-helix domain containing 7
HTRA3	ENSG00000170801	HtrA serine peptidase 3
USP32	ENSG00000170832	ubiquitin specific peptidase 32
RIOX2	ENSG00000170854	ribosomal oxygenase 2
KIAA0232	ENSG00000170871	KIAA0232
MTSS1	ENSG00000170873	MTSS I-BAR domain containing 1
CYTL1	ENSG00000170891	cytokine like 1
TRH	ENSG00000170893	thyrotropin releasing hormone
GSTA4	ENSG00000170899	glutathione S-transferase alpha 4
NUDT6	ENSG00000170917	nudix hydrolase 6
TANC2	ENSG00000170921	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2
PKHD1	ENSG00000170927	PKHD1 ciliary IPT domain containing fibrocystin/polyductin
DNAJC24	ENSG00000170946	DnaJ heat shock protein family (Hsp40) member C24
ZNF415	ENSG00000170954	zinc finger protein 415
PDGFD	ENSG00000170962	platelet derived growth factor D
S1PR1	ENSG00000170989	sphingosine-1-phosphate receptor 1
HS6ST2	ENSG00000171004	heparan sulfate 6-O-sulfotransferase 2
PYGO1	ENSG00000171016	pygopus family PHD finger 1
PKIA	ENSG00000171033	cAMP-dependent protein kinase inhibitor alpha
XKR6	ENSG00000171044	XK related 6
TSNARE1	ENSG00000171045	t-SNARE domain containing 1
SOX7	ENSG00000171056	SRY-box transcription factor 7
C11orf24	ENSG00000171067	chromosome 11 open reading frame 24
ALK	ENSG00000171094	ALK receptor tyrosine kinase
MTM1	ENSG00000171100	myotubularin 1
SIGLEC17P	ENSG00000171101	sialic acid binding Ig like lectin 17, pseudogene
NRTN	ENSG00000171119	neurturin
KCNMB3	ENSG00000171121	potassium calcium-activated channel subfamily M regulatory beta subunit 3
ATP6V0E2	ENSG00000171130	ATPase H+ transporting V0 subunit e2
NETO2	ENSG00000171208	neuropilin and tolloid like 2
SHCBP1	ENSG00000171241	SHC binding and spindle associated 1
NPTX1	ENSG00000171246	neuronal pentraxin 1
CANT1	ENSG00000171302	calcium activated nucleotidase 1
KCNK3	ENSG00000171303	potassium two pore domain channel subfamily K member 3
CHST11	ENSG00000171310	carbohydrate sulfotransferase 11
CHD7	ENSG00000171316	chromodomain helicase DNA binding protein 7
LURAP1	ENSG00000171357	leucine rich adaptor protein 1
CLCN5	ENSG00000171365	chloride voltage-gated channel 5
PDE7B	ENSG00000171408	phosphodiesterase 7B
KSR2	ENSG00000171435	kinase suppressor of ras 2
POLR1C	ENSG00000171453	RNA polymerase I and III subunit C
ZNF318	ENSG00000171467	zinc finger protein 318
HOPX	ENSG00000171476	HOP homeobox
LRRC8C	ENSG00000171488	leucine rich repeat containing 8 VRAC subunit C
COL24A1	ENSG00000171502	collagen type XXIV alpha 1 chain
ETFDH	ENSG00000171503	electron transfer flavoprotein dehydrogenase
LPAR3	ENSG00000171517	lysophosphatidic acid receptor 3
ECEL1	ENSG00000171551	endothelin converting enzyme like 1
NMUR1	ENSG00000171596	neuromedin U receptor 1
CXXC5	ENSG00000171604	CXXC finger protein 5
ZNF274	ENSG00000171606	zinc finger protein 274
PTCRA	ENSG00000171611	pre T cell antigen receptor alpha
ENC1	ENSG00000171617	ectodermal-neural cortex 1
SPSB1	ENSG00000171621	splA/ryanodine receptor domain and SOCS box containing 1
S100Z	ENSG00000171643	S100 calcium binding protein Z
ZIK1	ENSG00000171649	zinc finger protein interacting with K protein 1
PLEKHG5	ENSG00000171680	pleckstrin homology and RhoGEF domain containing G5
GPHN	ENSG00000171723	gephyrin
VAT1L	ENSG00000171724	vesicle amine transport 1 like
TMEM51	ENSG00000171729	transmembrane protein 51
LRRC34	ENSG00000171757	leucine rich repeat containing 34
SPATA5L1	ENSG00000171763	spermatogenesis associated 5 like 1
GATM	ENSG00000171766	glycine amidinotransferase
BCL2	ENSG00000171791	BCL2 apoptosis regulator
CTPS1	ENSG00000171793	CTP synthase 1
KNDC1	ENSG00000171798	kinase non-catalytic C-lobe domain containing 1
COL8A2	ENSG00000171812	collagen type VIII alpha 2 chain
PWWP2B	ENSG00000171813	PWWP domain containing 2B
IFNB1	ENSG00000171855	interferon beta 1
ZNF217	ENSG00000171940	zinc finger protein 217
CYP4F22	ENSG00000171954	cytochrome P450 family 4 subfamily F member 22
PPIH	ENSG00000171960	peptidylprolyl isomerase H
ZNF57	ENSG00000171970	zinc finger protein 57
SYNPO	ENSG00000171992	synaptopodin
ZNF556	ENSG00000172000	zinc finger protein 556
ZNF554	ENSG00000172006	zinc finger protein 554
LAMB2	ENSG00000172037	laminin subunit beta 2
ORMDL3	ENSG00000172057	ORMDL sphingolipid biosynthesis regulator 3
KLF11	ENSG00000172059	Kruppel like factor 11
LRRC15	ENSG00000172061	leucine rich repeat containing 15
MOB3A	ENSG00000172081	MOB kinase activator 3A
SLFN12	ENSG00000172123	schlafen family member 12
SLC9C1	ENSG00000172139	solute carrier family 9 member C1
FRMD3	ENSG00000172159	FERM domain containing 3
SNTB1	ENSG00000172164	syntrophin beta 1
MALT1	ENSG00000172175	MALT1 paracaspase
PRL	ENSG00000172179	prolactin
ISG20	ENSG00000172183	interferon stimulated exonuclease gene 20
MBOAT1	ENSG00000172197	membrane bound O-acyltransferase domain containing 1
C1QTNF4	ENSG00000172247	C1q and TNF related 4
NEGR1	ENSG00000172260	neuronal growth regulator 1
MACROD2	ENSG00000172264	mono-ADP ribosylhydrolase 2
SPTLC3	ENSG00000172296	serine palmitoyltransferase long chain base subunit 3
CLEC12A	ENSG00000172322	C-type lectin domain family 12 member A
SUCLG2	ENSG00000172340	succinate-CoA ligase GDP-forming subunit beta
STARD5	ENSG00000172345	StAR related lipid transfer domain containing 5
CFAP53	ENSG00000172361	cilia and flagella associated protein 53
ARNT2	ENSG00000172379	aryl hydrocarbon receptor nuclear translocator 2
GNG12	ENSG00000172380	G protein subunit gamma 12
PRSS27	ENSG00000172382	serine protease 27
SYNPO2	ENSG00000172403	synaptopodin 2
TCEAL1	ENSG00000172465	transcription elongation factor A like 1
AFF1	ENSG00000172493	AF4/FMR2 family member 1
SNTG2	ENSG00000172554	syntrophin gamma 2
RASGRP1	ENSG00000172575	RAS guanyl releasing protein 1
KLHL6	ENSG00000172578	kelch like family member 6
EFEMP2	ENSG00000172638	EGF containing fibulin extracellular matrix protein 2
WASHC2C	ENSG00000172661	WASH complex subunit 2C
ZMAT3	ENSG00000172667	zinc finger matrin-type 3
SLFN11	ENSG00000172716	schlafen family member 11
LRRC20	ENSG00000172731	leucine rich repeat containing 20
TMEM217	ENSG00000172738	transmembrane protein 217
CBWD1	ENSG00000172785	COBW domain containing 1
RAB37	ENSG00000172794	RAB37, member RAS oncogene family
RARG	ENSG00000172819	retinoic acid receptor gamma
CES4A	ENSG00000172824	carboxylesterase 4A
PDP2	ENSG00000172840	pyruvate dehyrogenase phosphatase catalytic subunit 2
METAP1D	ENSG00000172878	methionyl aminopeptidase type 1D, mitochondrial
EGFL7	ENSG00000172889	EGF like domain multiple 7
DHCR7	ENSG00000172893	7-dehydrocholesterol reductase
NBEA	ENSG00000172915	neurobeachin
OXSR1	ENSG00000172939	oxidative stress responsive kinase 1
XKR3	ENSG00000172967	XK related 3
FRG2C	ENSG00000172969	FSHD region gene 2 family member C
UNC93B3	ENSG00000172971	unc-93 homolog B3 (pseudogene)
SH3RF3	ENSG00000172985	SH3 domain containing ring finger 3
GXYLT2	ENSG00000172986	glucoside xylosyltransferase 2
ARPP21	ENSG00000172995	cAMP regulated phosphoprotein 21
TADA2B	ENSG00000173011	transcriptional adaptor 2B
EVC2	ENSG00000173040	EvC ciliary complex subunit 2
BNC2	ENSG00000173068	basonuclin 2
HPSE	ENSG00000173083	heparanase
CYSLTR1	ENSG00000173198	cysteinyl leukotriene receptor 1
VANGL1	ENSG00000173218	VANGL planar cell polarity protein 1
