VAR	ENSEMBL	NAME
CYGB	ENSG00000161544	cytoglobin
MPP3	ENSG00000161647	membrane palmitoylated protein 3
SHANK1	ENSG00000161681	SH3 and multiple ankyrin repeat domains 1
FAM171A2	ENSG00000161682	family with sequence similarity 171 member A2
PLCD3	ENSG00000161714	phospholipase C delta 3
FMNL3	ENSG00000161791	formin like 3
SYCE2	ENSG00000161860	synaptonemal complex central element protein 2
BCL6B	ENSG00000161940	BCL6B transcription repressor
ASGR2	ENSG00000161944	asialoglycoprotein receptor 2
CCDC78	ENSG00000162004	coiled-coil domain containing 78
ZNF75A	ENSG00000162086	zinc finger protein 75a
ADCY9	ENSG00000162104	adenylate cyclase 9
SHANK2	ENSG00000162105	SH3 and multiple ankyrin repeat domains 2
ASRGL1	ENSG00000162174	asparaginase and isoaspartyl peptidase 1
LRP5	ENSG00000162337	LDL receptor related protein 5
TPCN2	ENSG00000162341	two pore segment channel 2
ACOT11	ENSG00000162390	acyl-CoA thioesterase 11
KLHL21	ENSG00000162413	kelch like family member 21
ZSWIM5	ENSG00000162415	zinc finger SWIM-type containing 5
AK4	ENSG00000162433	adenylate kinase 4
JAK1	ENSG00000162434	Janus kinase 1
RAVER2	ENSG00000162437	ribonucleoprotein, PTB binding 2
SLC25A34	ENSG00000162461	solute carrier family 25 member 34
DRAXIN	ENSG00000162490	dorsal inhibitory axon guidance protein
LRRC38	ENSG00000162494	leucine rich repeat containing 38
DHRS3	ENSG00000162496	dehydrogenase/reductase 3
KIAA1522	ENSG00000162522	KIAA1522
TMCO4	ENSG00000162542	transmembrane and coiled-coil domains 4
UBXN10	ENSG00000162543	UBX domain protein 10
MEGF6	ENSG00000162591	multiple EGF like domains 6
DNAJB4	ENSG00000162616	DnaJ heat shock protein family (Hsp40) member B4
NTNG1	ENSG00000162631	netrin G1
FAM102B	ENSG00000162636	family with sequence similarity 102 member B
AKNAD1	ENSG00000162641	AKNA domain containing 1
GBP2	ENSG00000162645	guanylate binding protein 2
ATXN7L2	ENSG00000162650	ataxin 7 like 2
GBP4	ENSG00000162654	guanylate binding protein 4
HFM1	ENSG00000162669	helicase for meiosis 1
GFI1	ENSG00000162676	growth factor independent 1 transcriptional repressor
AGL	ENSG00000162688	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
NLRP3	ENSG00000162711	NLR family pyrin domain containing 3
ZNF496	ENSG00000162714	zinc finger protein 496
PEA15	ENSG00000162734	proliferation and apoptosis adaptor protein 15
VANGL2	ENSG00000162738	VANGL planar cell polarity protein 2
C1orf115	ENSG00000162817	chromosome 1 open reading frame 115
ACP6	ENSG00000162836	acid phosphatase 6, lysophosphatidic
CNST	ENSG00000162852	consortin, connexin sorting protein
PPP1R21	ENSG00000162869	protein phosphatase 1 regulatory subunit 21
OXER1	ENSG00000162881	oxoeicosanoid receptor 1
HAAO	ENSG00000162882	3-hydroxyanthranilate 3,4-dioxygenase
B3GALNT2	ENSG00000162885	beta-1,3-N-acetylgalactosaminyltransferase 2
CAPN2	ENSG00000162909	calpain 2
KCNF1	ENSG00000162975	potassium voltage-gated channel modifier subfamily F member 1
CLHC1	ENSG00000162994	clathrin heavy chain linker domain containing 1
FRZB	ENSG00000162998	frizzled related protein
CFAP36	ENSG00000163001	cilia and flagella associated protein 36
SMC6	ENSG00000163029	structural maintenance of chromosomes 6
CCDC74A	ENSG00000163040	coiled-coil domain containing 74A
COQ8A	ENSG00000163050	coenzyme Q8A
SLC16A14	ENSG00000163053	solute carrier family 16 member 14
SGCB	ENSG00000163069	sarcoglycan beta
BBS5	ENSG00000163093	Bardet-Biedl syndrome 5
MSX1	ENSG00000163132	msh homeobox 1
CDC42EP3	ENSG00000163171	CDC42 effector protein 3
DHX57	ENSG00000163214	DExH-box helicase 57
ARHGAP25	ENSG00000163219	Rho GTPase activating protein 25
TGFA	ENSG00000163235	transforming growth factor alpha
ANTXR2	ENSG00000163297	ANTXR cell adhesion molecule 2
GPR155	ENSG00000163328	G protein-coupled receptor 155
PBXIP1	ENSG00000163346	PBX homeobox interacting protein 1
COL6A3	ENSG00000163359	collagen type VI alpha 3 chain
INAVA	ENSG00000163362	innate immunity activator
EOGT	ENSG00000163378	EGF domain specific O-linked N-acetylglucosamine transferase
EIF4E3	ENSG00000163412	eukaryotic translation initiation factor 4E family member 3
LRRC58	ENSG00000163428	leucine rich repeat containing 58
TMEM169	ENSG00000163449	transmembrane protein 169
IGFBP7	ENSG00000163453	insulin like growth factor binding protein 7
CWC22	ENSG00000163510	CWC22 spliceosome associated protein homolog
TGFBR2	ENSG00000163513	transforming growth factor beta receptor 2
HDAC11	ENSG00000163517	histone deacetylase 11
FBLN2	ENSG00000163520	fibulin 2
GLB1L	ENSG00000163521	galactosidase beta 1 like
STT3B	ENSG00000163527	STT3 oligosaccharyltransferase complex catalytic subunit B
NFASC	ENSG00000163531	neurofascin
FCRL1	ENSG00000163534	Fc receptor like 1
SERPINI1	ENSG00000163536	serpin family I member 1
SUCLG1	ENSG00000163541	succinate-CoA ligase GDP/ADP-forming subunit alpha
NUAK2	ENSG00000163545	NUAK family kinase 2
SPTA1	ENSG00000163554	spectrin alpha, erythrocytic 1
PRKCI	ENSG00000163558	protein kinase C iota
PYHIN1	ENSG00000163564	pyrin and HIN domain family member 1
AIM2	ENSG00000163568	absent in melanoma 2
PPM1L	ENSG00000163590	protein phosphatase, Mg2+/Mn2+ dependent 1L
ICA1L	ENSG00000163596	islet cell autoantigen 1 like
RYBP	ENSG00000163602	RING1 and YY1 binding protein
WDFY3	ENSG00000163625	WD repeat and FYVE domain containing 3
PTPN13	ENSG00000163629	protein tyrosine phosphatase non-receptor type 13
ABHD6	ENSG00000163686	abhydrolase domain containing 6, acylglycerol lipase
RBM47	ENSG00000163694	RNA binding motif protein 47
APBB2	ENSG00000163697	amyloid beta precursor protein binding family B member 2
IL17RE	ENSG00000163701	interleukin 17 receptor E
IL17RC	ENSG00000163702	interleukin 17 receptor C
TOPBP1	ENSG00000163781	DNA topoisomerase II binding protein 1
RYK	ENSG00000163785	receptor like tyrosine kinase
ZNF513	ENSG00000163795	zinc finger protein 513
ZDHHC3	ENSG00000163812	zinc finger DHHC-type palmitoyltransferase 3
CDCP1	ENSG00000163814	CUB domain containing protein 1
SLC6A20	ENSG00000163817	solute carrier family 6 member 20
LZTFL1	ENSG00000163818	leucine zipper transcription factor like 1
LRRC2	ENSG00000163827	leucine rich repeat containing 2
HEYL	ENSG00000163909	hes related family bHLH transcription factor with YRPW motif like
RPL39L	ENSG00000163923	ribosomal protein L39 like
SFMBT1	ENSG00000163935	Scm like with four mbt domains 1
GNL3	ENSG00000163938	G protein nucleolar 3
ARHGEF3	ENSG00000163947	Rho guanine nucleotide exchange factor 3
MELTF	ENSG00000163975	melanotransferrin
ABLIM2	ENSG00000163995	actin binding LIM protein family member 2
SLC9B2	ENSG00000164038	solute carrier family 9 member B2
ZNF589	ENSG00000164048	zinc finger protein 589
PLXNB1	ENSG00000164050	plexin B1
SPRY1	ENSG00000164056	sprouty RTK signaling antagonist 1
INTU	ENSG00000164066	inturned planar cell polarity protein
CAMKV	ENSG00000164076	CaM kinase like vesicle associated
MST1R	ENSG00000164078	macrophage stimulating 1 receptor
GRM2	ENSG00000164082	glutamate metabotropic receptor 2
HMGB2	ENSG00000164104	high mobility group box 2
SAP30	ENSG00000164105	Sin3A associated protein 30
ANXA5	ENSG00000164111	annexin A5
MAP9	ENSG00000164114	microtubule associated protein 9
GUCY1A1	ENSG00000164116	guanylate cyclase 1 soluble subunit alpha 1
HPGD	ENSG00000164120	15-hydroxyprostaglandin dehydrogenase
TMEM144	ENSG00000164124	transmembrane protein 144
IL15	ENSG00000164136	interleukin 15
HHIP	ENSG00000164161	hedgehog interacting protein
ITGA2	ENSG00000164171	integrin subunit alpha 2
MOCS2	ENSG00000164172	molybdenum cofactor synthesis 2
EDIL3	ENSG00000164176	EGF like repeats and discoidin domains 3
ELOVL7	ENSG00000164181	ELOVL fatty acid elongase 7
STARD4	ENSG00000164211	StAR related lipid transfer domain containing 4
F2RL2	ENSG00000164220	coagulation factor II thrombin receptor like 2
CCDC112	ENSG00000164221	coiled-coil domain containing 112
CMBL	ENSG00000164237	carboxymethylenebutenolidase homolog
PRRC1	ENSG00000164244	proline rich coiled-coil 1
F2RL1	ENSG00000164251	F2R like trypsin receptor 1
ESM1	ENSG00000164283	endothelial cell specific molecule 1
ARSK	ENSG00000164291	arylsulfatase family member K
RHOBTB3	ENSG00000164292	Rho related BTB domain containing 3
ERAP2	ENSG00000164308	endoplasmic reticulum aminopeptidase 2
ANKRA2	ENSG00000164331	ankyrin repeat family A member 2
KLKB1	ENSG00000164344	kallikrein B1
TERT	ENSG00000164362	telomerase reverse transcriptase
SEPTIN8	ENSG00000164402	septin 8
SHROOM1	ENSG00000164403	shroom family member 1
TXLNB	ENSG00000164440	taxilin beta
DCBLD1	ENSG00000164465	discoidin, CUB and LCCL domain containing 1
SFXN1	ENSG00000164466	sideroflexin 1
TMEM200A	ENSG00000164484	transmembrane protein 200A
PI16	ENSG00000164530	peptidase inhibitor 16
DAGLB	ENSG00000164535	diacylglycerol lipase beta
STK17A	ENSG00000164543	serine/threonine kinase 17a
GALNT10	ENSG00000164574	polypeptide N-acetylgalactosaminyltransferase 10
MYOZ3	ENSG00000164591	myozenin 3
RP9	ENSG00000164610	RP9 pre-mRNA splicing factor
RELL2	ENSG00000164620	RELT like 2
SLC29A4	ENSG00000164638	solute carrier family 29 member 4
ZNF704	ENSG00000164684	zinc finger protein 704
FABP5	ENSG00000164687	fatty acid binding protein 5
ADCY1	ENSG00000164742	adenylate cyclase 1
SPIDR	ENSG00000164808	scaffold protein involved in DNA repair
OXR1	ENSG00000164830	oxidation resistance 1
FAM86FP	ENSG00000164845	family with sequence similarity 86 member F, pseudogene
NOS3	ENSG00000164867	nitric oxide synthase 3
ALDH7A1	ENSG00000164904	aldehyde dehydrogenase 7 family member A1
BAALC	ENSG00000164929	BAALC binder of MAP3K1 and KLF4
FZD6	ENSG00000164930	frizzled class receptor 6
CTHRC1	ENSG00000164932	collagen triple helix repeat containing 1
TP53INP1	ENSG00000164938	tumor protein p53 inducible nuclear protein 1
VIRMA	ENSG00000164944	vir like m6A methyltransferase associated
TMEM67	ENSG00000164953	transmembrane protein 67
TMEM65	ENSG00000164983	transmembrane protein 65
PSIP1	ENSG00000164985	PC4 and SFRS1 interacting protein 1
SYK	ENSG00000165025	spleen associated tyrosine kinase
ABCA1	ENSG00000165029	ATP binding cassette subfamily A member 1
FXN	ENSG00000165060	frataxin
TMEM71	ENSG00000165071	transmembrane protein 71
ALDH1A1	ENSG00000165092	aldehyde dehydrogenase 1 family member A1
KDM1B	ENSG00000165097	lysine demethylase 1B
RASEF	ENSG00000165105	RAS and EF-hand domain containing
GKAP1	ENSG00000165113	G kinase anchoring protein 1
C9orf64	ENSG00000165118	chromosome 9 open reading frame 64
ANKS6	ENSG00000165138	ankyrin repeat and sterile alpha motif domain containing 6
CYBB	ENSG00000165168	cytochrome b-245 beta chain
NCF1C	ENSG00000165178	neutrophil cytosolic factor 1C pseudogene
KIAA1958	ENSG00000165185	KIAA1958
WNK2	ENSG00000165238	WNK lysine deficient protein kinase 2
ZNF367	ENSG00000165244	zinc finger protein 367
NLGN4Y	ENSG00000165246	neuroligin 4 Y-linked
HDX	ENSG00000165259	highly divergent homeobox
NOL6	ENSG00000165271	nucleolar protein 6
SLITRK5	ENSG00000165300	SLIT and NTRK like family member 5
HECTD2	ENSG00000165338	HECT domain E3 ubiquitin protein ligase 2
SLC7A3	ENSG00000165349	solute carrier family 7 member 3
TSHR	ENSG00000165409	thyroid stimulating hormone receptor
ZCCHC24	ENSG00000165424	zinc finger CCHC-type containing 24
SLC16A9	ENSG00000165449	solute carrier family 16 member 9
FOLR2	ENSG00000165457	folate receptor beta
GJB2	ENSG00000165474	gap junction protein beta 2
CRYL1	ENSG00000165475	crystallin lambda 1
DDIAS	ENSG00000165490	DNA damage induced apoptosis suppressor
DNAAF2	ENSG00000165506	dynein axonemal assembly factor 2
DEPP1	ENSG00000165507	DEPP1 autophagy regulator
RPUSD4	ENSG00000165526	RNA pseudouridine synthase D4
TTC8	ENSG00000165533	tetratricopeptide repeat domain 8
TMEM63C	ENSG00000165548	transmembrane protein 63C
DACT1	ENSG00000165617	dishevelled binding antagonist of beta catenin 1
COMTD1	ENSG00000165644	catechol-O-methyltransferase domain containing 1
ZNF503	ENSG00000165655	zinc finger protein 503
QSOX2	ENSG00000165661	quiescin sulfhydryl oxidase 2
AK8	ENSG00000165695	adenylate kinase 8
SPACA9	ENSG00000165698	sperm acrosome associated 9
DIPK1B	ENSG00000165716	divergent protein kinase domain 1B
STOX1	ENSG00000165730	storkhead box 1
RET	ENSG00000165731	ret proto-oncogene
BMS1	ENSG00000165733	BMS1 ribosome biogenesis factor
STK32C	ENSG00000165752	serine/threonine kinase 32C
JCAD	ENSG00000165757	junctional cadherin 5 associated
NDRG2	ENSG00000165795	NDRG family member 2
ARHGEF40	ENSG00000165801	Rho guanine nucleotide exchange factor 40
ZNF219	ENSG00000165804	zinc finger protein 219
CASP7	ENSG00000165806	caspase 7
BTNL9	ENSG00000165810	butyrophilin like 9
CCDC186	ENSG00000165813	coiled-coil domain containing 186
VWA2	ENSG00000165816	von Willebrand factor A domain containing 2
SALL2	ENSG00000165821	spalt like transcription factor 2
ZFYVE1	ENSG00000165861	zinc finger FYVE-type containing 1
E2F7	ENSG00000165891	E2F transcription factor 7
ARHGAP42	ENSG00000165895	Rho GTPase activating protein 42
LARGE2	ENSG00000165905	LARGE xylosyl- and glucuronyltransferase 2
PACSIN3	ENSG00000165912	protein kinase C and casein kinase substrate in neurons 3
TTC7B	ENSG00000165914	tetratricopeptide repeat domain 7B
AGBL2	ENSG00000165923	ATP/GTP binding protein like 2
CLMN	ENSG00000165959	calmin
CACNB2	ENSG00000165995	calcium voltage-gated channel auxiliary subunit beta 2
HACD1	ENSG00000165996	3-hydroxyacyl-CoA dehydratase 1
AMOTL1	ENSG00000166025	angiomotin like 1
LIPC	ENSG00000166035	lipase C, hepatic type
CEP57	ENSG00000166037	centrosomal protein 57
SPRED1	ENSG00000166068	sprouty related EVH1 domain containing 1
GPR176	ENSG00000166073	G protein-coupled receptor 176
GLB1L3	ENSG00000166105	galactosidase beta 1 like 3
ADAMTS15	ENSG00000166106	ADAM metallopeptidase with thrombospondin type 1 motif 15
GPT2	ENSG00000166123	glutamic--pyruvic transaminase 2
AMN	ENSG00000166126	amnion associated transmembrane protein
SPINT1	ENSG00000166145	serine peptidase inhibitor, Kunitz type 1
CKB	ENSG00000166165	creatine kinase B
BTRC	ENSG00000166167	beta-transducin repeat containing E3 ubiquitin protein ligase
LARP6	ENSG00000166173	La ribonucleoprotein 6, translational regulator
ASPG	ENSG00000166183	asparaginase
ZNF319	ENSG00000166188	zinc finger protein 319
NOLC1	ENSG00000166197	nucleolar and coiled-body phosphoprotein 1
ALKBH3	ENSG00000166199	alkB homolog 3, alpha-ketoglutarate dependent dioxygenase
GABRB3	ENSG00000166206	gamma-aminobutyric acid type A receptor subunit beta3
SGPL1	ENSG00000166224	sphingosine-1-phosphate lyase 1
PCBD1	ENSG00000166228	pterin-4 alpha-carbinolamine dehydratase 1
FAM227B	ENSG00000166262	family with sequence similarity 227 member B
MYRFL	ENSG00000166268	myelin regulatory factor like
PLEKHF1	ENSG00000166289	pleckstrin homology and FYVE domain containing 1
APBB1	ENSG00000166313	amyloid beta precursor protein binding family B member 1
DCHS1	ENSG00000166341	dachsous cadherin-related 1
NETO1	ENSG00000166342	neuropilin and tolloid like 1
RAG1	ENSG00000166349	recombination activating 1
PPFIBP2	ENSG00000166387	PPFIA binding protein 2
SERPINB8	ENSG00000166401	serpin family B member 8
TUB	ENSG00000166402	TUB bipartite transcription factor
RIC3	ENSG00000166405	RIC3 acetylcholine receptor chaperone
PLD4	ENSG00000166428	phospholipase D family member 4
CDYL2	ENSG00000166446	chromodomain Y like 2
PRTG	ENSG00000166450	protogenin
TMEM41B	ENSG00000166471	transmembrane protein 41B
MFAP4	ENSG00000166482	microfibril associated protein 4
WEE1	ENSG00000166483	WEE1 G2 checkpoint kinase
PRKCB	ENSG00000166501	protein kinase C beta
HDGFL3	ENSG00000166503	HDGF like 3
CLEC4E	ENSG00000166523	C-type lectin domain family 4 member E
TK2	ENSG00000166548	thymidine kinase 2
SEC11C	ENSG00000166562	SEC11 homolog C, signal peptidase complex subunit
IQCD	ENSG00000166578	IQ motif containing D
HSP90B1	ENSG00000166598	heat shock protein 90 beta family member 1
BLCAP	ENSG00000166619	BLCAP apoptosis inducing factor
PLEKHA7	ENSG00000166689	pleckstrin homology domain containing A7
ACSM1	ENSG00000166743	acyl-CoA synthetase medium chain family member 1
ZNF667-AS1	ENSG00000166770	ZNF667 antisense RNA 1 (head to head)
BMERB1	ENSG00000166780	bMERB domain containing 1
KIF7	ENSG00000166813	kinesin family member 7
PEX11A	ENSG00000166821	peroxisomal biogenesis factor 11 alpha
NAV2	ENSG00000166833	neuron navigator 2
NAB2	ENSG00000166886	NGFI-A binding protein 2
ELFN2	ENSG00000166897	extracellular leucine rich repeat and fibronectin type III domain containing 2
STX3	ENSG00000166900	syntaxin 3
MS4A7	ENSG00000166927	membrane spanning 4-domains A7
MS4A14	ENSG00000166928	membrane spanning 4-domains A14
SMAD3	ENSG00000166949	SMAD family member 3
MAP1A	ENSG00000166963	microtubule associated protein 1A
AKTIP	ENSG00000166971	AKT interacting protein
MAPRE2	ENSG00000166974	microtubule associated protein RP/EB family member 2
EVA1C	ENSG00000166979	eva-1 homolog C
SGSM1	ENSG00000167037	small G protein signaling modulator 1
PBX3	ENSG00000167081	PBX homeobox 3
GNGT2	ENSG00000167083	G protein subunit gamma transducin 2
TTC16	ENSG00000167094	tetratricopeptide repeat domain 16
ACSF2	ENSG00000167107	acyl-CoA synthetase family member 2
CERCAM	ENSG00000167123	cerebral endothelial cell adhesion molecule
C15orf39	ENSG00000167173	chromosome 15 open reading frame 39
CRK	ENSG00000167193	CRK proto-oncogene, adaptor protein
TBC1D2B	ENSG00000167202	TBC1 domain family member 2B
NOD2	ENSG00000167207	nucleotide binding oligomerization domain containing 2
LOXHD1	ENSG00000167210	lipoxygenase homology domains 1
KATNAL2	ENSG00000167216	katanin catalytic subunit A1 like 2
TBC1D16	ENSG00000167291	TBC1 domain family member 16
TEPSIN	ENSG00000167302	TEPSIN adaptor related protein complex 4 accessory protein
PRRT2	ENSG00000167371	proline rich transmembrane protein 2
TPM4	ENSG00000167460	tropomyosin 4
JSRP1	ENSG00000167476	junctional sarcoplasmic reticulum protein 1
NIBAN3	ENSG00000167483	niban apoptosis regulator 3
KLHL26	ENSG00000167487	kelch like family member 26
CDT1	ENSG00000167513	chromatin licensing and DNA replication factor 1
ZNF641	ENSG00000167528	zinc finger protein 641
RHEBL1	ENSG00000167550	RHEB like 1
PPP1R14A	ENSG00000167641	protein phosphatase 1 regulatory inhibitor subunit 14A
TMIGD2	ENSG00000167664	transmembrane and immunoglobulin domain containing 2
CHAF1A	ENSG00000167670	chromatin assembly factor 1 subunit A
NXN	ENSG00000167693	nucleoredoxin
SLC43A2	ENSG00000167703	solute carrier family 43 member 2
SERPINF2	ENSG00000167711	serpin family F member 2
KLK1	ENSG00000167748	kallikrein 1
RCOR2	ENSG00000167771	REST corepressor 2
CD320	ENSG00000167775	CD320 molecule
ZNF558	ENSG00000167785	zinc finger protein 558
CDK2AP2	ENSG00000167797	cyclin dependent kinase 2 associated protein 2
NUDT8	ENSG00000167799	nudix hydrolase 8
CD300C	ENSG00000167850	CD300c molecule
CD300A	ENSG00000167851	CD300a molecule
EVPL	ENSG00000167880	envoplakin
MGAT5B	ENSG00000167889	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B
